mbe_id,model,threshold,mean_variant_f1,sd_variant_f1,min_variant_f1,max_variant_f1,variant_f1_range
mbe_1001,Llama-4-Scout-17B-16E-Instruct,0.75,0.4993,0.030977462775379133,0.44000000000000006,0.5409200000000001,0.10092000000000001
mbe_1001,Llama-4-Scout-17B-16E-Instruct,0.8,0.428874,0.025255598367270742,0.39572,0.48244,0.08671999999999996
mbe_1001,Llama-4-Scout-17B-16E-Instruct,0.85,0.32776,0.02975044500134038,0.26715999999999995,0.36608,0.09892000000000006
mbe_1001,Llama-4-Scout-17B-16E-Instruct,0.9,0.313902,0.030038751934422594,0.26488,0.36382,0.09893999999999997
mbe_1001,claude-haiku-4-5,0.7,0.866188,0.02320170721687902,0.8222400000000001,0.8888999999999999,0.06665999999999983
mbe_1001,claude-haiku-4-5,0.75,0.8595219999999999,0.025421139846810714,0.8222400000000001,0.8888999999999999,0.06665999999999983
mbe_1001,claude-haiku-4-5,0.8,0.843968,0.017163639085772738,0.8222400000000001,0.86668,0.044439999999999924
mbe_1001,claude-haiku-4-5,0.85,0.8177480000000001,0.030257067787727087,0.76446,0.86668,0.10221999999999998
mbe_1001,claude-haiku-4-5,0.9,0.7512019999999999,0.0434247634932471,0.6667,0.8222400000000001,0.15554000000000012
mbe_1001,gemini-3.1-flash-lite,0.7,0.90955,0.029383850817904924,0.8647400000000001,0.95998,0.09523999999999999
mbe_1001,gemini-3.1-flash-lite,0.75,0.9070500000000001,0.029483886748150744,0.8647400000000001,0.95998,0.09523999999999999
mbe_1001,gemini-3.1-flash-lite,0.8,0.8132020000000001,0.03456712561572531,0.7381,0.85308,0.11497999999999997
mbe_1001,gemini-3.1-flash-lite,0.85,0.804822,0.03675167412664508,0.7381,0.85308,0.11497999999999997
mbe_1001,gemini-3.1-flash-lite,0.9,0.61414,0.08394014163544027,0.5045200000000001,0.74786,0.2433399999999999
mbe_1001,gpt-5-mini,0.7,0.703306,0.016863330500098566,0.6725,0.72624,0.05374000000000001
mbe_1001,gpt-5-mini,0.75,0.7013999999999999,0.01956359430734091,0.6696,0.72624,0.056640000000000024
mbe_1001,gpt-5-mini,0.8,0.666418,0.032314106242045754,0.61128,0.7151799999999999,0.10389999999999988
mbe_1001,gpt-5-mini,0.85,0.605926,0.043863661548535174,0.50434,0.66064,0.1563
mbe_1001,gpt-5-mini,0.9,0.38832999999999995,0.03566695856578374,0.34802,0.44762,0.09960000000000002
mbe_1002,Llama-4-Maverick-17B-128E-Instruct-FP8,0.7,0.6723739999999999,0.024637833689041936,0.62164,0.69854,0.07690000000000008
mbe_1002,Llama-4-Maverick-17B-128E-Instruct-FP8,0.75,0.6723739999999999,0.024637833689041936,0.62164,0.69854,0.07690000000000008
mbe_1002,Llama-4-Maverick-17B-128E-Instruct-FP8,0.8,0.530438,0.05022426279531966,0.47535999999999995,0.6498999999999999,0.17453999999999997
mbe_1002,Llama-4-Maverick-17B-128E-Instruct-FP8,0.85,0.530438,0.05022426279531966,0.47535999999999995,0.6498999999999999,0.17453999999999997
mbe_1002,Llama-4-Maverick-17B-128E-Instruct-FP8,0.9,0.530438,0.05022426279531966,0.47535999999999995,0.6498999999999999,0.17453999999999997
mbe_1002,Llama-4-Scout-17B-16E-Instruct,0.7,0.5159100000000001,0.2794416538186261,0.0,0.8702799999999999,0.8702799999999999
mbe_1002,Llama-4-Scout-17B-16E-Instruct,0.75,0.482746,0.2742326537084889,0.0,0.84806,0.84806
mbe_1002,Llama-4-Scout-17B-16E-Instruct,0.8,0.43227200000000005,0.24916208240152968,0.0,0.8023,0.8023
mbe_1002,Llama-4-Scout-17B-16E-Instruct,0.85,0.427812,0.2471930765301578,0.0,0.8023,0.8023
mbe_1002,Llama-4-Scout-17B-16E-Instruct,0.9,0.411922,0.2461999610885428,0.0,0.8023,0.8023
mbe_1002,claude-haiku-4-5,0.7,0.7159139999999999,0.030546525607123762,0.6799999999999999,0.76736,0.0873600000000001
mbe_1002,claude-haiku-4-5,0.75,0.6760079999999999,0.04318663394050425,0.58,0.7263200000000001,0.14632000000000012
mbe_1002,claude-haiku-4-5,0.8,0.641894,0.05688843432544087,0.5342800000000001,0.70736,0.1730799999999999
mbe_1002,claude-haiku-4-5,0.85,0.62018,0.07771820779085313,0.45619999999999994,0.70736,0.25116000000000005
mbe_1002,claude-haiku-4-5,0.9,0.54837,0.10445818057428,0.33809999999999996,0.68736,0.34926
mbe_1002,gemini-3.1-flash-lite,0.7,0.8989,0.040061802256014384,0.8397,0.97332,0.13361999999999996
mbe_1002,gemini-3.1-flash-lite,0.75,0.886692,0.044343168031965335,0.8147,0.97332,0.15861999999999998
mbe_1002,gemini-3.1-flash-lite,0.8,0.8793380000000001,0.0430740132536751,0.8147,0.94832,0.13362000000000007
mbe_1002,gemini-3.1-flash-lite,0.85,0.8597760000000001,0.0335050879055041,0.8147,0.92332,0.10862000000000005
mbe_1002,gemini-3.1-flash-lite,0.9,0.825496,0.038942898140168714,0.7657,0.8897,0.124
mbe_1002,gpt-5-mini,0.7,0.731946,0.01755999759554527,0.7,0.76078,0.060780000000000056
mbe_1002,gpt-5-mini,0.75,0.728138,0.02095499399506795,0.7,0.76078,0.060780000000000056
mbe_1002,gpt-5-mini,0.8,0.700906,0.022525302415037397,0.6599999999999999,0.74174,0.08174000000000003
mbe_1002,gpt-5-mini,0.85,0.64117,0.03969232475484955,0.56858,0.70538,0.13680000000000003
mbe_1002,gpt-5-mini,0.9,0.424444,0.03959038693644932,0.33524000000000004,0.46792,0.13267999999999996
mbe_1003,Llama-4-Maverick-17B-128E-Instruct-FP8,0.7,0.746,0.013498971154211071,0.725,0.76,0.03500000000000003
mbe_1003,Llama-4-Maverick-17B-128E-Instruct-FP8,0.75,0.7035,0.029911907699480152,0.65,0.76,0.10999999999999999
mbe_1003,Llama-4-Maverick-17B-128E-Instruct-FP8,0.8,0.7035,0.029911907699480152,0.65,0.76,0.10999999999999999
mbe_1003,Llama-4-Maverick-17B-128E-Instruct-FP8,0.85,0.6685,0.0383731677086998,0.625,0.735,0.10999999999999999
mbe_1003,Llama-4-Maverick-17B-128E-Instruct-FP8,0.9,0.6685,0.0383731677086998,0.625,0.735,0.10999999999999999
mbe_1003,Llama-4-Scout-17B-16E-Instruct,0.7,0.503144,0.08358546433973367,0.4,0.6742800000000001,0.2742800000000001
mbe_1003,Llama-4-Scout-17B-16E-Instruct,0.75,0.479812,0.06563559481460242,0.39,0.59428,0.20428000000000002
mbe_1003,Llama-4-Scout-17B-16E-Instruct,0.8,0.479812,0.06563559481460242,0.39,0.59428,0.20428000000000002
mbe_1003,Llama-4-Scout-17B-16E-Instruct,0.85,0.479812,0.06563559481460242,0.39,0.59428,0.20428000000000002
mbe_1003,Llama-4-Scout-17B-16E-Instruct,0.9,0.479812,0.06563559481460242,0.39,0.59428,0.20428000000000002
mbe_1003,claude-haiku-4-5,0.7,0.7888,0.011438725647747852,0.77,0.8,0.030000000000000027
mbe_1003,claude-haiku-4-5,0.75,0.7824,0.017808861714201606,0.752,0.8,0.04800000000000004
mbe_1003,claude-haiku-4-5,0.8,0.764602,0.030300866800949608,0.70534,0.8,0.09466000000000008
mbe_1003,claude-haiku-4-5,0.85,0.729268,0.02529027955559214,0.69334,0.768,0.07466000000000006
mbe_1003,claude-haiku-4-5,0.9,0.711602,0.03081794924318545,0.656,0.752,0.09599999999999997
mbe_1003,gemini-3.1-flash-lite,0.7,0.944358,0.028209830359094513,0.90546,0.9800000000000001,0.07454000000000005
mbe_1003,gemini-3.1-flash-lite,0.75,0.9423580000000001,0.026026633282082434,0.90546,0.9800000000000001,0.07454000000000005
mbe_1003,gemini-3.1-flash-lite,0.8,0.9365460000000001,0.027983215683691536,0.8914200000000001,0.9800000000000001,0.08857999999999999
mbe_1003,gemini-3.1-flash-lite,0.85,0.9365460000000001,0.027983215683691536,0.8914200000000001,0.9800000000000001,0.08857999999999999
mbe_1003,gemini-3.1-flash-lite,0.9,0.8715720000000001,0.03443995380045943,0.8123799999999999,0.93238,0.1200000000000001
mbe_1003,gpt-5-mini,0.7,0.724664,0.020805543705678293,0.70556,0.77,0.06444000000000005
mbe_1003,gpt-5-mini,0.75,0.714372,0.02297276106851572,0.68916,0.75334,0.06418000000000001
mbe_1003,gpt-5-mini,0.8,0.680518,0.026570741552818352,0.64422,0.72068,0.07645999999999997
mbe_1003,gpt-5-mini,0.85,0.581486,0.03702013512190959,0.51664,0.63868,0.12204000000000004
mbe_1003,gpt-5-mini,0.9,0.41448,0.06275878831774166,0.32898,0.4971,0.16812
mbe_1004,Llama-4-Maverick-17B-128E-Instruct-FP8,0.7,0.7527,0.028755402197770667,0.72516,0.80934,0.08417999999999992
mbe_1004,Llama-4-Maverick-17B-128E-Instruct-FP8,0.75,0.729422,0.03040303997958095,0.68854,0.78828,0.09973999999999994
mbe_1004,Llama-4-Maverick-17B-128E-Instruct-FP8,0.8,0.6581840000000001,0.047615944855105466,0.59954,0.74384,0.14429999999999998
mbe_1004,Llama-4-Maverick-17B-128E-Instruct-FP8,0.85,0.632312,0.03320299745504918,0.5808,0.68188,0.10108000000000006
mbe_1004,Llama-4-Maverick-17B-128E-Instruct-FP8,0.9,0.6174580000000001,0.033384533278484285,0.55976,0.6807000000000001,0.12094000000000005
mbe_1004,Llama-4-Scout-17B-16E-Instruct,0.7,0.907354,0.056430343334848566,0.77442,0.96602,0.1916
mbe_1004,Llama-4-Scout-17B-16E-Instruct,0.75,0.907354,0.056430343334848566,0.77442,0.96602,0.1916
mbe_1004,Llama-4-Scout-17B-16E-Instruct,0.8,0.815086,0.06433810693861335,0.6716,0.89118,0.21958
mbe_1004,Llama-4-Scout-17B-16E-Instruct,0.85,0.7365,0.0842607123423749,0.5687599999999999,0.84412,0.27536000000000005
mbe_1004,Llama-4-Scout-17B-16E-Instruct,0.9,0.724734,0.08726503082245743,0.54524,0.84412,0.29888000000000003
mbe_1004,claude-haiku-4-5,0.7,0.607056,0.02665119851380465,0.55872,0.6422000000000001,0.08348000000000011
mbe_1004,claude-haiku-4-5,0.75,0.56945,0.023602156681117075,0.53894,0.61308,0.07413999999999998
mbe_1004,claude-haiku-4-5,0.8,0.531904,0.02489170821333437,0.49551999999999996,0.5604,0.06488000000000005
mbe_1004,claude-haiku-4-5,0.85,0.524652,0.031178616889001202,0.4709,0.5604,0.08950000000000002
mbe_1004,claude-haiku-4-5,0.9,0.489664,0.0383522698734305,0.42695999999999995,0.5604,0.13344000000000006
mbe_1004,gemini-3.1-flash-lite,0.7,0.9683020000000001,0.013039565262010175,0.9474,0.9809599999999999,0.03355999999999992
mbe_1004,gemini-3.1-flash-lite,0.75,0.9418660000000001,0.028196385978033152,0.88422,0.97896,0.09474000000000005
mbe_1004,gemini-3.1-flash-lite,0.8,0.8854200000000001,0.032588376932751816,0.8400000000000001,0.93896,0.09895999999999994
mbe_1004,gemini-3.1-flash-lite,0.85,0.83414,0.03330009008996822,0.75788,0.87684,0.11895999999999995
mbe_1004,gemini-3.1-flash-lite,0.9,0.767682,0.037599809042068257,0.69472,0.81578,0.12105999999999995
mbe_1004,gpt-5-mini,0.7,0.698958,0.022557532272441113,0.6601199999999999,0.72828,0.06816000000000011
mbe_1004,gpt-5-mini,0.75,0.698958,0.022557532272441113,0.6601199999999999,0.72828,0.06816000000000011
