mbe_id,model,threshold,mean_variant_f1,sd_variant_f1,min_variant_f1,max_variant_f1,variant_f1_range
mbe_16,Llama-4-Scout-17B-16E-Instruct,0.8,0.601542,0.21251580677419948,0.06666,0.75948,0.69282
mbe_297,Llama-4-Scout-17B-16E-Instruct,0.8,0.464584,0.1895373813144931,0.0,0.6922,0.6922
mbe_571,Llama-4-Scout-17B-16E-Instruct,0.9,0.410912,0.2065205079297346,0.0,0.6875,0.6875
mbe_571,Llama-4-Scout-17B-16E-Instruct,0.85,0.42533200000000004,0.21040925881613562,0.0,0.6875,0.6875
mbe_1146,gemini-3.1-flash-lite,0.85,0.19409200000000001,0.304490469867285,0.0,0.68642,0.68642
mbe_720,Llama-4-Scout-17B-16E-Instruct,0.75,0.570176,0.25720438821209013,0.12632000000000002,0.80934,0.68302
mbe_254,Llama-4-Scout-17B-16E-Instruct,0.75,0.576146,0.21411808041358862,0.175,0.85666,0.6816599999999999
mbe_254,Llama-4-Scout-17B-16E-Instruct,0.7,0.593832,0.21413923491244866,0.175,0.85666,0.6816599999999999
mbe_1031,Llama-4-Scout-17B-16E-Instruct,0.9,0.41472999999999993,0.22458930206044989,0.0,0.68072,0.68072
mbe_401,Llama-4-Scout-17B-16E-Instruct,0.85,0.468912,0.21892870604123357,0.0,0.67598,0.67598
mbe_490,Llama-4-Scout-17B-16E-Instruct,0.9,0.610896,0.20485396203149203,0.16,0.8343399999999999,0.6743399999999998
mbe_702,Llama-4-Scout-17B-16E-Instruct,0.8,0.45978399999999997,0.23230376240316616,0.0,0.6743,0.6743
mbe_702,Llama-4-Scout-17B-16E-Instruct,0.85,0.45978399999999997,0.23230376240316616,0.0,0.6743,0.6743
mbe_704,Llama-4-Scout-17B-16E-Instruct,0.7,0.35743199999999997,0.20969509297496156,0.0,0.67256,0.67256
mbe_704,Llama-4-Scout-17B-16E-Instruct,0.75,0.35743199999999997,0.20969509297496156,0.0,0.67256,0.67256
mbe_1146,gemini-3.1-flash-lite,0.9,0.1837,0.2974124564379314,0.0,0.66824,0.66824
mbe_494,Llama-4-Scout-17B-16E-Instruct,0.8,0.44672199999999995,0.2673866687360792,0.0,0.6676399999999999,0.6676399999999999
mbe_652,Llama-4-Scout-17B-16E-Instruct,0.7,0.2854,0.23385855535154387,0.0,0.66618,0.66618
mbe_812,Llama-4-Scout-17B-16E-Instruct,0.75,0.522026,0.21533570051330447,0.11764,0.78366,0.6660200000000001
mbe_844,Llama-4-Scout-17B-16E-Instruct,0.7,0.594484,0.22482928927423035,0.13334,0.7988999999999999,0.6655599999999999
mbe_806,Llama-4-Scout-17B-16E-Instruct,0.8,0.527096,0.2742234755815045,0.11112,0.77616,0.66504
mbe_319,Llama-4-Scout-17B-16E-Instruct,0.75,0.245864,0.19468809945939458,0.0,0.6629400000000001,0.6629400000000001
mbe_806,Llama-4-Scout-17B-16E-Instruct,0.85,0.503088,0.2640957023841505,0.11112,0.77206,0.66094
mbe_4,Llama-4-Scout-17B-16E-Instruct,0.7,0.34313,0.24645384679489182,0.0,0.65836,0.65836
mbe_410,Llama-4-Scout-17B-16E-Instruct,0.7,0.542196,0.19572920699556087,0.10666,0.76334,0.65668
mbe_410,Llama-4-Scout-17B-16E-Instruct,0.75,0.526964,0.19424990771912581,0.10666,0.76334,0.65668
mbe_296,Llama-4-Scout-17B-16E-Instruct,0.7,0.399412,0.1960643051427544,0.0,0.6524,0.6524
mbe_296,Llama-4-Scout-17B-16E-Instruct,0.75,0.36222,0.18679681153595742,0.0,0.6524,0.6524
mbe_769,Llama-4-Scout-17B-16E-Instruct,0.85,0.27643,0.20291349273356202,0.0,0.65098,0.65098
mbe_769,Llama-4-Scout-17B-16E-Instruct,0.75,0.27643,0.20291349273356202,0.0,0.65098,0.65098
mbe_769,Llama-4-Scout-17B-16E-Instruct,0.8,0.27643,0.20291349273356202,0.0,0.65098,0.65098
mbe_844,Llama-4-Scout-17B-16E-Instruct,0.8,0.552062,0.21899552515976214,0.13334,0.7842800000000001,0.6509400000000001
mbe_844,Llama-4-Scout-17B-16E-Instruct,0.75,0.583192,0.2209487701708249,0.13334,0.7842800000000001,0.6509400000000001
mbe_281,Llama-4-Scout-17B-16E-Instruct,0.7,0.404026,0.23822557135809094,0.09872,0.74832,0.6496
mbe_223,Llama-4-Scout-17B-16E-Instruct,0.7,0.578506,0.2085195718072207,0.16842,0.81756,0.6491399999999999
mbe_1094,Llama-4-Scout-17B-16E-Instruct,0.8,0.53063,0.22249895685148727,0.13999999999999999,0.78316,0.64316
mbe_652,Llama-4-Scout-17B-16E-Instruct,0.75,0.28290000000000004,0.2294272857937056,0.0,0.64118,0.64118
mbe_720,Llama-4-Scout-17B-16E-Instruct,0.9,0.404674,0.20977938084250958,0.0421,0.68304,0.64094
mbe_223,Llama-4-Scout-17B-16E-Instruct,0.75,0.5412220000000001,0.20447333832175885,0.14736,0.78712,0.6397600000000001
